,id_municipio,tratamento,coord,distancia,incluso
112,5210208,False,"(-0.28692863836936383, -0.8921774070344615)",109.99442167556532,1
113,5210307,False,"(-0.2847399954873629, -0.8885244329100374)",118.39496860019374,1
114,5210406,False,"(-0.2796122181450036, -0.8692786872482957)",219.3209014095938,1
115,5210562,False,"(-0.2778215103324574, -0.8658072273660791)",226.2911454668156,1
116,5210604,False,"(-0.27500280359048657, -0.8663011555443934)",211.06102498417002,1
117,5210802,False,"(-0.33278716446551476, -0.8997085027568169)",19.914569466802924,1
118,5210901,False,"(-0.2609651204166961, -0.8648298429849622)",167.92362515977538,1
119,5211008,False,"(-0.2761198143117629, -0.8833006624588182)",131.4448460049493,1
120,5211206,False,"(-0.27158370358582967, -0.8717745080786476)",172.28382855662528,1
121,5211305,False,"(-0.327504052819728, -0.8962003909603083)",56.251500030794986,1
122,5211404,False,"(-0.28279395337138924, -0.8658735498776549)",243.43973959216436,1
123,5211503,False,"(-0.32130289798739214, -0.8589777540030252)",250.78160896289813,1
124,5211602,False,"(-0.2897159291847987, -0.8864893790022118)",147.48255909052182,1
125,5211701,False,"(-0.2975454762092453, -0.8752005894003125)",232.3041911474959,1
126,5211800,False,"(-0.27493997173741475, -0.8610477144958906)",234.393974836561,1
127,5211909,False,"(-0.3120369449885542, -0.9026912704484752)",137.8309039842816,1
128,5212006,False,"(-0.28234714908287867, -0.8892592165251268)",106.77931744072052,1
129,5212055,False,"(-0.27835209042506365, -0.8617371195504283)",245.91248957473675,1
130,5212105,False,"(-0.31070351344003055, -0.8660271388518304)",265.9455459673784,1
131,5212204,False,"(-0.2769121937921683, -0.8877931399534515)",104.60810741461741,1
132,5212253,False,"(-0.3348100010685762, -0.8970957448665814)",35.570201700236126,1
133,5212303,False,"(-0.2900562683889376, -0.8507223466410921)",344.63567519850875,1
134,5212501,False,"(-0.28366836332663836, -0.836885376331281)",387.14566897833834,1
135,5212600,False,"(-0.30189832736371913, -0.8637599561534898)",304.74628382443655,1
136,5212709,False,"(-0.2527638182615748, -0.804884764495965)",525.9750687523544,1
137,5212808,False,"(-0.24460440400850128, -0.8583127835580154)",200.83510596868513,1
138,5212907,False,"(-0.31386255938614027, -0.8489543281088218)",327.66269930050714,1
139,5212956,False,"(-0.26937760741130884, -0.8856778009000346)",119.25395944750983,1
140,5213004,False,"(-0.31366882783916894, -0.8785778015029215)",194.38901912465585,1
141,5213053,False,"(-0.26269823236392653, -0.840569766382241)",314.04365496220277,1
142,5213087,False,"(-0.23615002911184077, -0.8416082372871776)",314.8045760319012,1
143,5213103,False,"(-0.30657406442981194, -0.917235099105344)",75.76967246358069,1
144,5213400,False,"(-0.2887367994744299, -0.8855626091694028)",147.92151678364885,1
145,5213509,False,"(-0.2313468830103524, -0.818433755479197)",448.9160144698775,1
146,5213707,False,"(-0.2793556547449604, -0.8970625836107935)",55.89295919765444,1
147,5213756,False,"(-0.30445348938863886, -0.8931338474645543)",192.58328797237778,1
148,5213772,False,"(-0.23297527520246308, -0.8497187823211952)",274.2342777143648,1
149,5213806,False,"(-0.30950621757316243, -0.8570596371550835)",307.90936266436,1
150,5213855,False,"(-0.2673565161374994, -0.8736297930735177)",144.78104227150567,1
151,5213905,False,"(-0.28141688859156566, -0.8763926492794246)",178.75109247869722,1
152,5214002,False,"(-0.25736101551132784, -0.8826356920138084)",60.75610417079307,1
153,5214051,False,"(-0.240382452547927, -0.8775759825122768)",103.54449099304729,1
154,5214101,False,"(-0.23963894228657742, -0.8600022622739459)",200.07359377847044,1
155,5214408,False,"(-0.2893895526146758, -0.8705999014920556)",229.0198384592254,1
156,5214507,False,"(-0.28631602780191373, -0.859098181721413)",288.96419125501194,1
157,5214606,False,"(-0.2524828202520037, -0.8457848101872001)",273.6775158450501,1
158,5214705,False,"(-0.26215892562506027, -0.8708372662703266)",137.95301812297157,1
159,5214804,False,"(-0.3152012269224199, -0.8422121212083677)",357.28262517761374,1
160,5214838,False,"(-0.24601637537336474, -0.878424212528746)",79.3031366921582,1
161,5214861,False,"(-0.2643301152145412, -0.865224287395913)",174.82559788334422,1
162,5214879,False,"(-0.24935169957392586, -0.8619692483409436)",174.13987158812907,1
163,5214903,False,"(-0.23978729527299694, -0.8180951616043101)",450.9606657175263,1
164,5215009,False,"(-0.28570167190521173, -0.8607405365475396)",278.2635146747342,1
165,5215207,False,"(-0.279798968374967, -0.8850791529666004)",124.69752974398212,1
166,5215231,False,"(-0.2802859152362734, -0.8384858432553598)",367.6664073086912,1
167,5215256,False,"(-0.2311234808660971, -0.8640426994923128)",190.87145604642726,1
168,5215306,False,"(-0.2972889128092021, -0.8429311968601894)",404.2993019125442,1
169,5215405,False,"(-0.28305924341769234, -0.8586007628845945)",280.7444885957998,1
170,5215504,False,"(-0.3181333800657704, -0.8348869743377476)",387.8096024628477,1
171,5215603,False,"(-0.26460064124860033, -0.8427025587281781)",304.3967074531535,1
172,5215652,False,"(-0.2921541541498348, -0.899383871515946)",116.88933225460094,1
173,5215702,False,"(-0.29329210882213513, -0.8713381757656491)",236.36020760417182,1
174,5215801,False,"(-0.3023922555420336, -0.845193143570774)",391.406362624338,1
175,5215900,False,"(-0.2930826693118958, -0.8755479099214594)",213.8111418357226,1
176,5216007,False,"(-0.3172711874152852, -0.8614072523218013)",254.8908123946436,1
177,5216304,False,"(-0.3301133200514595, -0.8840773339759557)",101.62268927176193,1
178,5216403,False,"(-0.2957687310307151, -0.8804906823631073)",200.4505547633378,1
179,5216452,False,"(-0.3058829140460222, -0.9087056750508476)",118.35651893998251,1
180,5216809,False,"(-0.2809421590350233, -0.8610826210809304)",260.50136618213736,1
181,5216908,False,"(-0.257624560228379, -0.8653063178707567)",158.4471369317029,1
182,5217104,False,"(-0.3019768671800589, -0.8555080394500606)",347.52703889895406,1
183,5217203,False,"(-0.28668429227408454, -0.9044907049072815)",76.7552187325488,1
184,5217302,False,"(-0.2766469037458652, -0.8544852765083918)",272.76512329196544,1
185,5217401,False,"(-0.3019751218508069, -0.8425891123267986)",405.00173495352516,1
186,5217609,False,"(-0.2696882760181638, -0.8309320582527283)",383.0078259285123,1
187,5217708,False,"(-0.3058253181807064, -0.8630461164894241)",299.1845035649271,1
188,5218003,False,"(-0.23455654350476993, -0.8578345633429689)",225.9353912664842,1
189,5218052,False,"(-0.31091818893802586, -0.8755496552507115)",219.7486339846806,1
190,5218102,False,"(-0.30290887300062386, -0.9194377046213609)",57.300505403476144,1
191,5218300,False,"(-0.24584533310666928, -0.8093161554667785)",500.12334260670303,1
192,5218391,False,"(-0.3010640599812659, -0.8594699368520876)",323.801220519869,1
193,5218508,False,"(-0.3219643777738979, -0.880600638105983)",153.6972327900411,1
194,5218607,False,"(-0.2672884482966716, -0.8653586777483165)",183.87736377005683,1
195,5218706,False,"(-0.26957657494603615, -0.8641369472719205)",198.38031695809627,1
196,5218789,False,"(-0.31021482124947214, -0.8512407094289344)",330.93345643588884,1
197,5218805,False,"(-0.3105342165025871, -0.8887076924814966)",170.4801938242369,1
198,5218904,False,"(-0.26462158519962425, -0.8692577432972719)",154.5104963716793,1
199,5219001,False,"(-0.28269097894552153, -0.878117034580395)",170.79699205569204,1
200,5219100,False,"(-0.28922549166498834, -0.86734835309559)",246.8796370166802,1
201,5219209,False,"(-0.3022124866290781, -0.8461513293301189)",387.89412170641117,1
202,5219258,False,"(-0.275175591186434, -0.8919278249514262)",78.27829142356312,1
203,5219308,False,"(-0.31086931971896997, -0.8830964589363349)",188.13819339614753,1
204,5219357,False,"(-0.2669620717265487, -0.8626446907614653)",196.89178589412674,1
205,5219407,False,"(-0.30241145416380544, -0.9285361060120072)",2.209544843910882,1
206,5219456,False,"(-0.2641573276185938, -0.8573109645673707)",218.4309667503565,1
207,5219506,False,"(-0.280718756890768, -0.8638559492623494)",248.05291057761374,1
208,5219605,False,"(-0.2393509629599984, -0.8554626608895087)",227.0155478163914,1
209,5219704,False,"(-0.2518963896233336, -0.8675874632031133)",139.114894116568,1
210,5219712,False,"(-0.30645363671142434, -0.8837387401010688)",208.48753355405253,1
211,5219738,False,"(-0.28765644066744545, -0.8606148728413959)",282.3694331738541,1
212,5219753,False,"(-0.27822642671892006, -0.8422574997689196)",341.1020327105176,1
213,5219803,False,"(-0.23773129741414764, -0.8157930723209296)",467.34262705397225,1
214,5219902,False,"(-0.2779541553556089, -0.8597579161786667)",252.98311945296467,1
215,5220009,False,"(-0.25664717584726215, -0.8294293297667612)",375.88777561830324,1
216,5220058,False,"(-0.2934352258207987, -0.8798065132963255)",194.0296722084606,1
217,5220108,False,"(-0.2883475910512352, -0.8791677227900956)",179.24247748452382,1
218,5220157,False,"(-0.2593698894803733, -0.8609447400700229)",187.30439231186253,1
219,5220207,False,"(-0.23165929694645934, -0.8755164939949236)",140.12366708158845,1
220,5220264,False,"(-0.2977217544636967, -0.8493121206054807)",369.2356551210304,1
221,5220280,False,"(-0.26790804018112957, -0.869488126758535)",165.9122312893987,1
222,5220405,False,"(-0.3315427447088428, -0.8822115770055737)",101.28190087874628,1
223,5220454,False,"(-0.29161659274022056, -0.8568065644135443)",312.4217901944808,1
224,5220504,False,"(-0.3195121901748459, -0.9068486447267257)",88.42345484868218,1
225,5220603,False,"(-0.2907718533822553, -0.8483748787971597)",359.65136416123966,1
226,5220686,False,"(-0.2524514043254678, -0.8113110668018081)",486.3177939540675,1
227,5220702,False,"(-0.2582947666611448, -0.8072252510228893)",513.0869992440832,1
228,5221007,False,"(-0.28016199685938176, -0.8657513768300152)",237.87452728559114,1
229,5221080,False,"(-0.2405081162540706, -0.8249455789183878)",408.40952389378987,1
230,5221197,False,"(-0.2861380042182104, -0.856602360891061)",303.39060676133204,1
231,5221304,False,"(-0.3203359855817872, -0.8338485034328109)",387.86138721328075,1
232,5221403,False,"(-0.2906269910543398, -0.8638105707017976)",270.2502515590187,1
233,5221452,False,"(-0.23575733003014204, -0.8507031480193201)",262.7230453732724,1
234,5221502,False,"(-0.289942821987558, -0.875053981743145)",206.15739166560098,1
235,5221551,False,"(-0.31154476213949184, -0.8779425016551956)",206.34022603933795,1
236,5221577,False,"(-0.24929410370861005, -0.8712701079248213)",116.95483916771745,1
237,5221601,False,"(-0.25348812990115244, -0.8576478131130056)",200.87602113057326,1
238,5221700,False,"(-0.2705138167543571, -0.8671860374751547)",187.4411910814127,1
239,5221809,False,"(-0.30482349919006163, -0.8412748794000469)",399.53762735121785,1
240,5221858,False,"(-0.28038888966214104, -0.8373339259490437)",374.11829612392836,1
241,5221908,False,"(-0.29752802291672537, -0.8662278517158096)",276.9468012381992,1
242,5222005,False,"(-0.29217684343011074, -0.8467621945683169)",371.6678093557658,1
243,5222054,False,"(-0.30948527362213846, -0.8692559979680198)",255.044161267586,1
244,5222203,False,"(-0.2624748302196712, -0.8212123196483719)",430.6803815852186,1
245,5222302,False,"(-0.2697266732617077, -0.8531500996306162)",256.4955623307215,1
246,3100104,False,"(-0.32259095097536394, -0.8271394577881446)",420.648604088723,1
247,3100203,False,"(-0.33431956354876585, -0.7931544065933112)",600.9203699416756,1
248,3100302,False,"(-0.35429485683784095, -0.7413163824798275)",899.9790712376961,1
249,3100401,False,"(-0.3553315824135256, -0.7530031071511816)",830.2027557799331,1
250,3100500,False,"(-0.3327836738070108, -0.7424962250541757)",903.238618772135,1
251,3100609,False,"(-0.3140091670433078, -0.7396810089707089)",945.1242438210139,1
252,3100708,False,"(-0.35007116004801464, -0.8396237979276602)",312.2079655068938,1
253,3100807,False,"(-0.3655400132084404, -0.7922311274190061)",601.6414090562082,1
254,3100906,False,"(-0.2981057268991355, -0.7145098704984466)",1117.432477447169,1
255,3101003,False,"(-0.2747689294707193, -0.7235628933285412)",1035.5301344516363,1
256,3101102,False,"(-0.3403514214436582, -0.7168870089396628)",1050.3677421062787,1
257,3101201,False,"(-0.38351166851622603, -0.7784901502180547)",705.5884910204262,1
258,3101300,False,"(-0.3869569484596628, -0.7791376673705447)",708.3528035929826,1
259,3101409,False,"(-0.387494509869277, -0.8135660321953848)",520.8750394086558,1
260,3101508,False,"(-0.3818728043486033, -0.7455627685499296)",892.2570451573595,1
261,3101607,False,"(-0.37394726421529706, -0.8019386487185985)",555.580099190111,1
262,3101631,False,"(-0.3691982233206205, -0.7639620295244539)",771.3337215991335,1
263,3101706,False,"(-0.2823680930339026, -0.7102477764650765)",1123.0145135741534,1
264,3101805,False,"(-0.33115877227340407, -0.73251468706202)",964.234281043553,1
265,3101904,False,"(-0.36412978717282896, -0.8096198427566256)",497.9704922344236,1
266,3102001,False,"(-0.37086152209777107, -0.8052722275899077)",531.6538350734255,1
267,3102050,False,"(-0.3565882194749615, -0.7308356803216016)",962.6652498017456,1
268,3153509,False,"(-0.35641019589125805, -0.7324623271844602)",952.9411328638785,1
269,3102100,False,"(-0.3670095804386196, -0.7575898324254227)",807.2933550219161,1
270,3102209,False,"(-0.33889756217674694, -0.7283555674545176)",982.7020911249656,1
271,3102308,False,"(-0.3509822219175557, -0.7514253295073786)",839.7584690649367,1
272,3102407,False,"(-0.3269595100931057, -0.7568410861763171)",824.687805862097,1
273,3102506,False,"(-0.3578815084506892, -0.747016627816841)",866.2679634897714,1
274,3102605,False,"(-0.3851854392688886, -0.8128417205558072)",518.4870718963307,1
275,3102803,False,"(-0.3794537780053392, -0.7733850621559714)",728.2029009047592,1
276,3102852,False,"(-0.3094102244643028, -0.7376477003921355)",964.649649815184,1
277,3102902,False,"(-0.372121649817711, -0.7634960266141715)",776.7286010234232,1
278,3103009,False,"(-0.3429414900536178, -0.7482785008660329)",861.2113176315486,1
279,3103108,False,"(-0.36685424613519213, -0.7349738559780802)",941.1008440693771,1
280,3103207,False,"(-0.33502467656657153, -0.7722959767027269)",723.7981766971712,1
281,3103306,False,"(-0.3725335475211817, -0.7570121284430126)",815.1628832797438,1
282,3103405,False,"(-0.2941281215338404, -0.7341500605711387)",995.2104982683222,1
283,3103504,False,"(-0.3254271110098547, -0.8411335077306351)",334.980728073406,1
284,3103603,False,"(-0.3824051297704616, -0.7724041871163505)",738.3933310409558,1
285,3103702,False,"(-0.3607351217777, -0.7420756007044451)",896.3935265365335,1
286,3103751,False,"(-0.32176366490991865, -0.8584349566056549)",251.8628398579518,1
287,3103801,False,"(-0.3320803061184571, -0.8054415245273512)",531.6345969442601,1
288,3103900,False,"(-0.3480273794939293, -0.7883146085775308)",619.6432700739784,1
289,3104007,False,"(-0.3419134911241931, -0.8193238733977142)",437.80315508428606,1
290,3104106,False,"(-0.3727848749334689, -0.8192592962153903)",454.7470141130051,1
291,3104205,False,"(-0.3540627280473257, -0.7947758174684139)",580.5357540760556,1
292,3104304,False,"(-0.3727534590069329, -0.8053315687844755)",534.1886081504998,1
293,3104403,False,"(-0.3771359807586907, -0.7475105559951554)",875.4160686133606,1
294,3104452,False,"(-0.31183099613681886, -0.742695192588903)",931.1954796063239,1
295,3104502,False,"(-0.2778337276372213, -0.8046718343272217)",552.228564743881,1
296,3104601,False,"(-0.37207627125715914, -0.7479992481857137)",867.7166767517331,1
297,3104700,False,"(-0.31492371957135284, -0.7175903766282166)",1073.0939905172672,1
298,3104809,False,"(-0.31589935862321766, -0.77257872004155)",749.2815717185787,1
299,3104908,False,"(-0.38322194386039493, -0.7834329226597027)",677.0538558851163,1
300,3105004,False,"(-0.33655533032057056, -0.7672694284569832)",752.2570680545758,1
301,3105103,False,"(-0.349355575054697, -0.802422104921401)",534.9170759725093,1
302,3105202,False,"(-0.2771286146194156, -0.7079439418524439)",1132.3950938172306,1
303,3105301,False,"(-0.37927400909238373, -0.8095413029402858)",522.4905489144536,1
304,3105400,False,"(-0.3479994542258974, -0.7587906189507947)",796.3048227076123,1
305,3105509,False,"(-0.3707847276106833, -0.737178206823349)",930.4818559643207,1
306,3105608,False,"(-0.3703833018827246, -0.763935849585674)",772.5141186144546,1
307,3105707,False,"(-0.35407320002283765, -0.7511932007168634)",840.9581230129708,1
308,3105905,False,"(-0.3698474858023624, -0.7674561786869466)",751.3323472333946,1
309,3106002,False,"(-0.3461022813289796, -0.7521007719279005)",836.9468851273074,1
310,3106101,False,"(-0.38299505105763565, -0.7576195030227065)",824.1235083414534,1
311,3106200,False,"(-0.347498544730575, -0.7666637992065412)",749.3413513516142,1
312,3106309,False,"(-0.3354505369040581, -0.741464735466247)",906.9942405306031,1
313,3106408,False,"(-0.35618155775924676, -0.7684248364218035)",738.2259249654448,1
314,3106507,False,"(-0.2959502452729225, -0.7410772723723043)",957.595159526517,1
315,3106655,False,"(-0.2724458962363148, -0.728556280318497)",1003.3593931107445,1
316,3106606,False,"(-0.2977357170977127, -0.7082546104592989)",1153.8718182954171,1
317,3106705,False,"(-0.3484864010872038, -0.7714494920155096)",720.4328545075662,1
318,3106804,False,"(-0.37702602501581506, -0.7637107021121667)",780.897992036445,1
319,3106903,False,"(-0.37914136406923216, -0.7514689627386785)",854.6217130981672,1
320,3107000,False,"(-0.32769254837894335, -0.7940794310968681)",604.896975096833,1
321,3107109,False,"(-0.36813706313540795, -0.7951929511596405)",586.8470069360972,1
322,3107208,False,"(-0.38693425917938684, -0.7748773186664264)",732.2750045621888,1
323,3107307,False,"(-0.29868692154004955, -0.7646357266157238)",826.756939962149,1
324,3107406,False,"(-0.34450355973415275, -0.7899744166961774)",611.1144470252764,1
325,3107505,False,"(-0.38306311889846345, -0.7712348165175142)",746.1443522577595,1
326,3107604,False,"(-0.3667774516481044, -0.8118817894672102)",487.7328303359761,1
327,3107703,False,"(-0.3439241104224906, -0.7588377428405986)",797.5711446603448,1
328,3107802,False,"(-0.34620351042559516, -0.7385622529201804)",917.9149195946593,1
329,3107901,False,"(-0.392131849691826, -0.8053647300402634)",577.2837879893552,1
330,3108008,False,"(-0.3670933562427154, -0.7810994174497863)",668.5891782250603,1
331,3108107,False,"(-0.35482892758895124, -0.7720743198877237)",716.2450449537902,1
332,3108206,False,"(-0.28916615047042055, -0.8025704579078204)",589.5201256705582,1
333,3108255,False,"(-0.2674385466123431, -0.7811098894252982)",679.2197078510976,1
334,3108305,False,"(-0.3886970417239012, -0.8057364851709382)",565.9065361708211,1
335,3108404,False,"(-0.3777101940825969, -0.8096756932926894)",518.4757197561217,1
336,3108503,False,"(-0.29436199565360766, -0.7506416766732332)",898.8142645226806,1
337,3108701,False,"(-0.36375977737140613, -0.7546908405378601)",822.5681778081316,1
338,3108552,False,"(-0.29670422750978404, -0.8029928275868031)",608.0280034637254,1
339,3108602,False,"(-0.2829248530652888, -0.7754480413318287)",733.104715402962,1
