id_municipio,latitude,longitude,fuso_horario,uf,regiao
1507706,-1.71597,-49.5249,America/Sao_Paulo,PA,Norte
1507755,-6.94018,-49.6834,America/Sao_Paulo,PA,Norte
1507805,-4.31242,-51.5764,America/Sao_Paulo,PA,Norte
1507904,-0.73032,-48.5015,America/Sao_Paulo,PA,Norte
1507953,-2.94584,-48.9489,America/Sao_Paulo,PA,Norte
1507961,-1.02963,-47.9004,America/Sao_Paulo,PA,Norte
1507979,-2.10443,-56.4877,America/Sao_Paulo,PA,Norte
1508001,-2.41302,-48.1415,America/Sao_Paulo,PA,Norte
1508035,-1.07653,-46.9031,America/Sao_Paulo,PA,Norte
1508050,-4.57347,-55.9429,America/Sao_Paulo,PA,Norte
1508084,-6.74687,-51.1626,America/Sao_Paulo,PA,Norte
1508100,-3.7657,-49.6773,America/Sao_Paulo,PA,Norte
1508126,-3.75007,-47.4892,America/Sao_Paulo,PA,Norte
1508159,-3.71519,-53.7396,America/Sao_Paulo,PA,Norte
1508209,-0.861194,-48.1386,America/Sao_Paulo,PA,Norte
1508308,-1.19124,-46.1399,America/Sao_Paulo,PA,Norte
1508357,-2.87922,-52.0088,America/Sao_Paulo,PA,Norte
1508407,-7.0983,-49.9437,America/Sao_Paulo,PA,Norte
2300101,-7.34588,-39.0416,America/Sao_Paulo,CE,Nordeste
2300150,-4.22083,-38.7055,America/Sao_Paulo,CE,Nordeste
2300200,-2.88769,-40.1183,America/Sao_Paulo,CE,Nordeste
2300309,-6.08911,-39.448,America/Sao_Paulo,CE,Nordeste
2300408,-6.57122,-40.1178,America/Sao_Paulo,CE,Nordeste
2300507,-3.58537,-40.5479,America/Sao_Paulo,CE,Nordeste
2300606,-6.99837,-39.7356,America/Sao_Paulo,CE,Nordeste
2300705,-5.50894,-38.2743,America/Sao_Paulo,CE,Nordeste
2300754,-3.36017,-39.8288,America/Sao_Paulo,CE,Nordeste
2300804,-6.76919,-39.987,America/Sao_Paulo,CE,Nordeste
2300903,-3.94506,-39.4359,America/Sao_Paulo,CE,Nordeste
2301000,-3.89929,-38.3896,America/Sao_Paulo,CE,Nordeste
2301109,-4.55826,-37.7679,America/Sao_Paulo,CE,Nordeste
2301208,-4.36872,-38.8125,America/Sao_Paulo,CE,Nordeste
2301257,-4.74567,-40.831,America/Sao_Paulo,CE,Nordeste
2301307,-7.21319,-40.1359,America/Sao_Paulo,CE,Nordeste
2301406,-4.41229,-39.0471,America/Sao_Paulo,CE,Nordeste
2301505,-6.3165,-40.1653,America/Sao_Paulo,CE,Nordeste
2301604,-6.8669,-39.8689,America/Sao_Paulo,CE,Nordeste
2301703,-6.93349,-38.9742,America/Sao_Paulo,CE,Nordeste
2301802,-6.71945,-38.7134,America/Sao_Paulo,CE,Nordeste
2301851,-5.30454,-38.9132,America/Sao_Paulo,CE,Nordeste
2301901,-7.2982,-39.3021,America/Sao_Paulo,CE,Nordeste
2301950,-4.28921,-38.6429,America/Sao_Paulo,CE,Nordeste
2302008,-7.17188,-38.7741,America/Sao_Paulo,CE,Nordeste
2302057,-3.02051,-41.1358,America/Sao_Paulo,CE,Nordeste
2302107,-4.32598,-38.8812,America/Sao_Paulo,CE,Nordeste
2302206,-4.17741,-38.1271,America/Sao_Paulo,CE,Nordeste
2302305,-3.04996,-40.1671,America/Sao_Paulo,CE,Nordeste
2302404,-5.11258,-39.7337,America/Sao_Paulo,CE,Nordeste
2302503,-7.48469,-38.9799,America/Sao_Paulo,CE,Nordeste
2302602,-2.9005,-40.8544,America/Sao_Paulo,CE,Nordeste
2302701,-7.06761,-40.3687,America/Sao_Paulo,CE,Nordeste
2302800,-4.35162,-39.3155,America/Sao_Paulo,CE,Nordeste
2302909,-4.45569,-38.9048,America/Sao_Paulo,CE,Nordeste
2303006,-4.22514,-39.1912,America/Sao_Paulo,CE,Nordeste
2303105,-3.94858,-40.476,America/Sao_Paulo,CE,Nordeste
2303204,-7.02808,-39.2828,America/Sao_Paulo,CE,Nordeste
2303303,-6.52428,-39.4916,America/Sao_Paulo,CE,Nordeste
2303402,-4.15985,-40.9413,America/Sao_Paulo,CE,Nordeste
2303501,-4.12967,-38.2412,America/Sao_Paulo,CE,Nordeste
2303600,-6.12291,-39.8736,America/Sao_Paulo,CE,Nordeste
2303659,-4.64336,-40.2,America/Sao_Paulo,CE,Nordeste
2303709,-3.72797,-38.6619,America/Sao_Paulo,CE,Nordeste
2303808,-6.60034,-39.0609,America/Sao_Paulo,CE,Nordeste
2303907,-3.03571,-41.2435,America/Sao_Paulo,CE,Nordeste
2303931,-4.83906,-39.1344,America/Sao_Paulo,CE,Nordeste
2303956,-4.28873,-38.4986,America/Sao_Paulo,CE,Nordeste
2304004,-3.5415,-40.6587,America/Sao_Paulo,CE,Nordeste
2304103,-5.16768,-40.6536,America/Sao_Paulo,CE,Nordeste
2304202,-7.2153,-39.4103,America/Sao_Paulo,CE,Nordeste
2304236,-4.40481,-40.9022,America/Sao_Paulo,CE,Nordeste
2304251,-2.91813,-40.176,America/Sao_Paulo,CE,Nordeste
2304269,-5.91485,-39.257,America/Sao_Paulo,CE,Nordeste
2304277,-6.02751,-38.3461,America/Sao_Paulo,CE,Nordeste
2304285,-3.8925,-38.4559,America/Sao_Paulo,CE,Nordeste
2304301,-6.92146,-39.5651,America/Sao_Paulo,CE,Nordeste
2304350,-3.79945,-40.2634,America/Sao_Paulo,CE,Nordeste
2304400,-3.71664,-38.5423,America/Sao_Paulo,CE,Nordeste
2304459,-4.45126,-37.7981,America/Sao_Paulo,CE,Nordeste
2304509,-3.75557,-40.818,America/Sao_Paulo,CE,Nordeste
2304608,-4.04351,-39.454,America/Sao_Paulo,CE,Nordeste
2304657,-4.04422,-40.749,America/Sao_Paulo,CE,Nordeste
2304707,-3.12788,-40.8372,America/Sao_Paulo,CE,Nordeste
2304806,-6.88134,-39.2144,America/Sao_Paulo,CE,Nordeste
2304905,-3.91787,-40.3852,America/Sao_Paulo,CE,Nordeste
2304954,-4.04057,-38.6404,America/Sao_Paulo,CE,Nordeste
2305001,-4.15814,-40.7476,America/Sao_Paulo,CE,Nordeste
2305100,-4.26248,-38.932,America/Sao_Paulo,CE,Nordeste
2305209,-4.40958,-40.4056,America/Sao_Paulo,CE,Nordeste
2305233,-4.1209,-38.4707,America/Sao_Paulo,CE,Nordeste
2305266,-4.80376,-38.7501,America/Sao_Paulo,CE,Nordeste
2305308,-3.92403,-40.8911,America/Sao_Paulo,CE,Nordeste
2305332,-4.96999,-38.6362,America/Sao_Paulo,CE,Nordeste
2305357,-4.71206,-37.3531,America/Sao_Paulo,CE,Nordeste
2305407,-6.39627,-38.8554,America/Sao_Paulo,CE,Nordeste
2305506,-6.36281,-39.2892,America/Sao_Paulo,CE,Nordeste
2305605,-5.38789,-40.3085,America/Sao_Paulo,CE,Nordeste
2305654,-4.89764,-40.7537,America/Sao_Paulo,CE,Nordeste
2305704,-6.78265,-38.7179,America/Sao_Paulo,CE,Nordeste
2305803,-4.31748,-40.7059,America/Sao_Paulo,CE,Nordeste
2305902,-4.53802,-40.7118,America/Sao_Paulo,CE,Nordeste
2306009,-5.8124,-38.2919,America/Sao_Paulo,CE,Nordeste
2306108,-3.74737,-39.7843,America/Sao_Paulo,CE,Nordeste
2306207,-4.67146,-37.833,America/Sao_Paulo,CE,Nordeste
2306256,-3.96577,-38.5298,America/Sao_Paulo,CE,Nordeste
2306306,-3.68314,-39.5855,America/Sao_Paulo,CE,Nordeste
2306405,-3.49933,-39.5836,America/Sao_Paulo,CE,Nordeste
2306504,-4.55516,-38.9281,America/Sao_Paulo,CE,Nordeste
2306553,-2.9248,-39.9167,America/Sao_Paulo,CE,Nordeste
2306603,-4.52608,-39.6202,America/Sao_Paulo,CE,Nordeste
2306702,-5.6051,-38.7639,America/Sao_Paulo,CE,Nordeste
2306801,-5.67765,-38.5359,America/Sao_Paulo,CE,Nordeste
2306900,-5.90213,-38.6227,America/Sao_Paulo,CE,Nordeste
2307007,-4.83151,-37.781,America/Sao_Paulo,CE,Nordeste
2307106,-7.57599,-39.2826,America/Sao_Paulo,CE,Nordeste
2307205,-7.6797,-39.0029,America/Sao_Paulo,CE,Nordeste
2307254,-2.79331,-40.5127,America/Sao_Paulo,CE,Nordeste
2307304,-7.19621,-39.3076,America/Sao_Paulo,CE,Nordeste
2307403,-6.51523,-39.5187,America/Sao_Paulo,CE,Nordeste
2307502,-6.7448,-38.9706,America/Sao_Paulo,CE,Nordeste
2307601,-5.14392,-38.0847,America/Sao_Paulo,CE,Nordeste
2307635,-4.84601,-39.5725,America/Sao_Paulo,CE,Nordeste
2307650,-3.86699,-38.6259,America/Sao_Paulo,CE,Nordeste
2307700,-3.89143,-38.6829,America/Sao_Paulo,CE,Nordeste
2307809,-3.1285,-40.1582,America/Sao_Paulo,CE,Nordeste
2307908,-3.2252,-40.6896,America/Sao_Paulo,CE,Nordeste
2308005,-3.52364,-40.3423,America/Sao_Paulo,CE,Nordeste
2308104,-7.38597,-38.7708,America/Sao_Paulo,CE,Nordeste
2308203,-3.53974,-40.4531,America/Sao_Paulo,CE,Nordeste
2308302,-7.29749,-38.9378,America/Sao_Paulo,CE,Nordeste
2308351,-5.67252,-39.1875,America/Sao_Paulo,CE,Nordeste
2308377,-3.56867,-39.9663,America/Sao_Paulo,CE,Nordeste
2308401,-7.23522,-39.143,America/Sao_Paulo,CE,Nordeste
2308500,-5.73844,-39.63,America/Sao_Paulo,CE,Nordeste
2308609,-4.79102,-40.0646,America/Sao_Paulo,CE,Nordeste
2308708,-5.09736,-38.3702,America/Sao_Paulo,CE,Nordeste
2308807,-3.46311,-40.6776,America/Sao_Paulo,CE,Nordeste
2308906,-3.23426,-40.1233,America/Sao_Paulo,CE,Nordeste
2309003,-3.90271,-40.7452,America/Sao_Paulo,CE,Nordeste
2309102,-4.30294,-38.9951,America/Sao_Paulo,CE,Nordeste
2309201,-7.08415,-39.6713,America/Sao_Paulo,CE,Nordeste
2309300,-4.70581,-40.5621,America/Sao_Paulo,CE,Nordeste
2309409,-5.52552,-40.7713,America/Sao_Paulo,CE,Nordeste
2309458,-4.48523,-38.5933,America/Sao_Paulo,CE,Nordeste
2309508,-6.25182,-38.9053,America/Sao_Paulo,CE,Nordeste
2309607,-4.17107,-38.465,America/Sao_Paulo,CE,Nordeste
2309706,-3.9784,-38.6183,America/Sao_Paulo,CE,Nordeste
2309805,-4.22492,-38.922,America/Sao_Paulo,CE,Nordeste
2309904,-3.98327,-40.6989,America/Sao_Paulo,CE,Nordeste
2310001,-4.73672,-37.9655,America/Sao_Paulo,CE,Nordeste
2310100,-4.13831,-38.8446,America/Sao_Paulo,CE,Nordeste
2310209,-3.41436,-39.03,America/Sao_Paulo,CE,Nordeste
2310258,-3.43799,-39.1479,America/Sao_Paulo,CE,Nordeste
2310308,-6.20768,-40.6905,America/Sao_Paulo,CE,Nordeste
2310407,-4.08815,-39.2417,America/Sao_Paulo,CE,Nordeste
2310506,-5.45341,-39.7078,America/Sao_Paulo,CE,Nordeste
2310605,-7.82163,-39.0707,America/Sao_Paulo,CE,Nordeste
2310704,-3.79274,-39.2692,America/Sao_Paulo,CE,Nordeste
2310803,-6.03576,-38.4624,America/Sao_Paulo,CE,Nordeste
2310852,-4.01584,-38.3061,America/Sao_Paulo,CE,Nordeste
2310902,-5.80025,-39.417,America/Sao_Paulo,CE,Nordeste
2310951,-4.23922,-40.6442,America/Sao_Paulo,CE,Nordeste
2311009,-4.74672,-40.9205,America/Sao_Paulo,CE,Nordeste
2311108,-7.52265,-39.114,America/Sao_Paulo,CE,Nordeste
2311207,-7.09154,-40.0233,America/Sao_Paulo,CE,Nordeste
2311231,-5.71287,-38.1578,America/Sao_Paulo,CE,Nordeste
2311264,-5.8425,-40.7002,America/Sao_Paulo,CE,Nordeste
2311306,-4.9663,-39.0155,America/Sao_Paulo,CE,Nordeste
2311355,-6.24637,-39.2011,America/Sao_Paulo,CE,Nordeste
2311405,-5.19067,-39.2889,America/Sao_Paulo,CE,Nordeste
2311504,-5.07148,-37.9802,America/Sao_Paulo,CE,Nordeste
2311603,-4.21587,-38.7277,America/Sao_Paulo,CE,Nordeste
2311702,-4.14191,-40.5759,America/Sao_Paulo,CE,Nordeste
2311801,-4.92673,-37.9721,America/Sao_Paulo,CE,Nordeste
2311900,-6.5346,-39.9017,America/Sao_Paulo,CE,Nordeste
2311959,-7.28398,-40.45,America/Sao_Paulo,CE,Nordeste
2312205,-4.32608,-40.1523,America/Sao_Paulo,CE,Nordeste
2312007,-3.46144,-40.2118,America/Sao_Paulo,CE,Nordeste
2312106,-7.17613,-39.7302,America/Sao_Paulo,CE,Nordeste
2312304,-4.04713,-40.8596,America/Sao_Paulo,CE,Nordeste
2312403,-3.60515,-38.9726,America/Sao_Paulo,CE,Nordeste
2312502,-5.27516,-38.2694,America/Sao_Paulo,CE,Nordeste
2312601,-3.66976,-39.2391,America/Sao_Paulo,CE,Nordeste
2312700,-5.58244,-39.3704,America/Sao_Paulo,CE,Nordeste
2312809,-3.35305,-40.4662,America/Sao_Paulo,CE,Nordeste
2312908,-3.68913,-40.3482,America/Sao_Paulo,CE,Nordeste
2313005,-5.71894,-39.0107,America/Sao_Paulo,CE,Nordeste
2313104,-5.24353,-38.1282,America/Sao_Paulo,CE,Nordeste
2313203,-4.83136,-40.3196,America/Sao_Paulo,CE,Nordeste
2313252,-6.67838,-39.753,America/Sao_Paulo,CE,Nordeste
2313302,-5.98585,-40.2968,America/Sao_Paulo,CE,Nordeste
2313351,-3.98831,-39.5799,America/Sao_Paulo,CE,Nordeste
2313401,-3.72965,-40.9923,America/Sao_Paulo,CE,Nordeste
2313500,-3.26932,-39.2681,America/Sao_Paulo,CE,Nordeste
2313559,-3.58413,-39.4297,America/Sao_Paulo,CE,Nordeste
2313609,-3.85448,-40.9204,America/Sao_Paulo,CE,Nordeste
2313708,-6.63893,-38.7008,America/Sao_Paulo,CE,Nordeste
2313757,-3.67654,-39.3465,America/Sao_Paulo,CE,Nordeste
2313807,-3.62316,-39.5107,America/Sao_Paulo,CE,Nordeste
2313906,-3.30819,-40.5628,America/Sao_Paulo,CE,Nordeste
2313955,-4.19387,-40.4741,America/Sao_Paulo,CE,Nordeste
2314003,-6.78264,-39.2942,America/Sao_Paulo,CE,Nordeste
2314102,-3.5667,-41.0916,America/Sao_Paulo,CE,Nordeste
2900108,-13.2488,-41.6619,America/Sao_Paulo,BA,Nordeste
2900207,-8.72073,-39.1162,America/Sao_Paulo,BA,Nordeste
2900306,-11.6575,-38.0197,America/Sao_Paulo,BA,Nordeste
2900355,-10.5437,-38.1113,America/Sao_Paulo,BA,Nordeste
2900405,-11.8618,-38.7639,America/Sao_Paulo,BA,Nordeste
2900603,-14.1269,-39.8937,America/Sao_Paulo,BA,Nordeste
2900702,-12.1335,-38.4208,America/Sao_Paulo,BA,Nordeste
2900801,-17.5195,-39.2036,America/Sao_Paulo,BA,Nordeste
2900900,-14.7089,-39.6415,America/Sao_Paulo,BA,Nordeste
2901007,-13.0215,-39.602,America/Sao_Paulo,BA,Nordeste
2901106,-12.3914,-38.7563,America/Sao_Paulo,BA,Nordeste
2901155,-11.4429,-41.439,America/Sao_Paulo,BA,Nordeste
2901205,-14.6151,-41.1356,America/Sao_Paulo,BA,Nordeste
2901304,-12.8049,-41.3297,America/Sao_Paulo,BA,Nordeste
2901353,-10.3482,-39.8391,America/Sao_Paulo,BA,Nordeste
2901403,-12.0063,-44.7003,America/Sao_Paulo,BA,Nordeste
2901502,-12.1462,-39.2462,America/Sao_Paulo,BA,Nordeste
2901601,-10.3856,-38.3401,America/Sao_Paulo,BA,Nordeste
2901700,-12.4335,-39.1176,America/Sao_Paulo,BA,Nordeste
2901809,-10.5767,-40.2785,America/Sao_Paulo,BA,Nordeste
2901908,-11.6577,-38.0814,America/Sao_Paulo,BA,Nordeste
2901957,-13.8542,-39.7501,America/Sao_Paulo,BA,Nordeste
2902054,-12.22,-38.2027,America/Sao_Paulo,BA,Nordeste
2902005,-14.428,-41.4648,America/Sao_Paulo,BA,Nordeste
2902104,-11.3253,-38.9584,America/Sao_Paulo,BA,Nordeste
2902203,-12.0884,-38.4969,America/Sao_Paulo,BA,Nordeste
2902252,-15.2651,-39.419,America/Sao_Paulo,BA,Nordeste
2902302,-13.0716,-39.0038,America/Sao_Paulo,BA,Nordeste
2902401,-14.321,-39.329,America/Sao_Paulo,BA,Nordeste
2902500,-12.3016,-44.5388,America/Sao_Paulo,BA,Nordeste
2902609,-11.9519,-40.169,America/Sao_Paulo,BA,Nordeste
2902658,-10.5788,-38.6212,America/Sao_Paulo,BA,Nordeste
2902708,-11.0859,-43.1459,America/Sao_Paulo,BA,Nordeste
2902807,-13.6237,-41.3347,America/Sao_Paulo,BA,Nordeste
2902906,-14.8654,-40.5791,America/Sao_Paulo,BA,Nordeste
2903003,-11.81,-42.059,America/Sao_Paulo,BA,Nordeste
2903102,-14.2,-39.5991,America/Sao_Paulo,BA,Nordeste
2903201,-12.1439,-44.9968,America/Sao_Paulo,BA,Nordeste
2903235,-11.7605,-41.9054,America/Sao_Paulo,BA,Nordeste
2903300,-14.7948,-39.476,America/Sao_Paulo,BA,Nordeste
2903276,-11.5272,-39.0776,America/Sao_Paulo,BA,Nordeste
2903409,-15.8608,-38.8758,America/Sao_Paulo,BA,Nordeste
2903508,-15.0334,-41.2652,America/Sao_Paulo,BA,Nordeste
2903607,-11.6072,-38.8051,America/Sao_Paulo,BA,Nordeste
2903706,-14.3598,-40.2064,America/Sao_Paulo,BA,Nordeste
2903805,-12.6498,-40.6064,America/Sao_Paulo,BA,Nordeste
2903904,-13.2506,-43.4108,America/Sao_Paulo,BA,Nordeste
2903953,-14.3663,-40.5126,America/Sao_Paulo,BA,Nordeste
2904001,-12.7069,-41.8286,America/Sao_Paulo,BA,Nordeste
2904050,-11.9668,-41.2647,America/Sao_Paulo,BA,Nordeste
2904100,-12.8205,-42.7324,America/Sao_Paulo,BA,Nordeste
2904209,-13.3772,-42.5163,America/Sao_Paulo,BA,Nordeste
2904308,-13.1039,-39.7988,America/Sao_Paulo,BA,Nordeste
2904407,-12.4815,-43.9679,America/Sao_Paulo,BA,Nordeste
2904506,-11.9915,-42.6326,America/Sao_Paulo,BA,Nordeste
2904605,-14.2021,-41.6696,America/Sao_Paulo,BA,Nordeste
2904704,-14.9595,-39.3028,America/Sao_Paulo,BA,Nordeste
2904753,-10.7171,-43.6302,America/Sao_Paulo,BA,Nordeste
2904803,-14.9699,-40.4092,America/Sao_Paulo,BA,Nordeste
2904852,-12.5317,-39.1902,America/Sao_Paulo,BA,Nordeste
2904902,-12.5994,-38.9587,America/Sao_Paulo,BA,Nordeste
2905008,-14.5003,-42.2229,America/Sao_Paulo,BA,Nordeste
2905107,-11.0677,-40.432,America/Sao_Paulo,BA,Nordeste
2905156,-14.3347,-40.9175,America/Sao_Paulo,BA,Nordeste
2905206,-14.0684,-42.4861,America/Sao_Paulo,BA,Nordeste
2905305,-11.6914,-41.4688,America/Sao_Paulo,BA,Nordeste
2905404,-13.4904,-39.0465,America/Sao_Paulo,BA,Nordeste
2905503,-11.0208,-40.2956,America/Sao_Paulo,BA,Nordeste
2905602,-15.4142,-39.4919,America/Sao_Paulo,BA,Nordeste
2905701,-12.6996,-38.3263,America/Sao_Paulo,BA,Nordeste
2905800,-13.9398,-39.1071,America/Sao_Paulo,BA,Nordeste
2905909,-9.52221,-43.0126,America/Sao_Paulo,BA,Nordeste
2906006,-10.5105,-40.32,America/Sao_Paulo,BA,Nordeste
2906105,-13.0725,-44.201,America/Sao_Paulo,BA,Nordeste
2906204,-11.6858,-41.7677,America/Sao_Paulo,BA,Nordeste
2906303,-15.6722,-38.9536,America/Sao_Paulo,BA,Nordeste
2906402,-11.8049,-39.1203,America/Sao_Paulo,BA,Nordeste
2906501,-12.6716,-38.5472,America/Sao_Paulo,BA,Nordeste
2906600,-14.4097,-42.8667,America/Sao_Paulo,BA,Nordeste
2906709,-15.4993,-41.2414,America/Sao_Paulo,BA,Nordeste
2906808,-10.6647,-39.4944,America/Sao_Paulo,BA,Nordeste
2906824,-9.90014,-39.1471,America/Sao_Paulo,BA,Nordeste
2906857,-11.6658,-39.8349,America/Sao_Paulo,BA,Nordeste
2906873,-11.3797,-40.0089,America/Sao_Paulo,BA,Nordeste
2906899,-14.7177,-41.2603,America/Sao_Paulo,BA,Nordeste
2906907,-17.7268,-39.2597,America/Sao_Paulo,BA,Nordeste
2907004,-11.9472,-37.9469,America/Sao_Paulo,BA,Nordeste
2907103,-14.2985,-43.7724,America/Sao_Paulo,BA,Nordeste
2907202,-9.16408,-40.974,America/Sao_Paulo,BA,Nordeste
2907301,-12.7579,-39.4248,America/Sao_Paulo,BA,Nordeste
2907400,-12.31,-44.8648,America/Sao_Paulo,BA,Nordeste
2907509,-12.3513,-38.3791,America/Sao_Paulo,BA,Nordeste
2907558,-13.3239,-42.2904,America/Sao_Paulo,BA,Nordeste
2907608,-11.1376,-42.1116,America/Sao_Paulo,BA,Nordeste
2907707,-8.9695,-39.0979,America/Sao_Paulo,BA,Nordeste
2907806,-10.5897,-38.3794,America/Sao_Paulo,BA,Nordeste
2907905,-11.1032,-38.5179,America/Sao_Paulo,BA,Nordeste
2908002,-14.637,-39.5556,America/Sao_Paulo,BA,Nordeste
2908101,-14.1814,-44.5352,America/Sao_Paulo,BA,Nordeste
2908200,-12.5078,-38.9978,America/Sao_Paulo,BA,Nordeste
2908309,-12.7836,-39.1715,America/Sao_Paulo,BA,Nordeste
2908408,-11.56,-39.2808,America/Sao_Paulo,BA,Nordeste
2908507,-12.3268,-38.7684,America/Sao_Paulo,BA,Nordeste
2908606,-11.8179,-37.6131,America/Sao_Paulo,BA,Nordeste
2908705,-14.9022,-41.9718,America/Sao_Paulo,BA,Nordeste
2908804,-13.7537,-41.048,America/Sao_Paulo,BA,Nordeste
2908903,-12.2333,-38.7487,America/Sao_Paulo,BA,Nordeste
2909000,-15.0356,-41.9308,America/Sao_Paulo,BA,Nordeste
2909109,-13.8232,-44.4586,America/Sao_Paulo,BA,Nordeste
2909208,-10.2847,-37.9198,America/Sao_Paulo,BA,Nordeste
2909307,-13.3477,-44.6333,America/Sao_Paulo,BA,Nordeste
2909406,-12.0228,-44.2566,America/Sao_Paulo,BA,Nordeste
2909505,-13.3531,-39.8031,America/Sao_Paulo,BA,Nordeste
2909604,-11.5059,-38.1515,America/Sao_Paulo,BA,Nordeste
2909703,-12.2249,-44.4214,America/Sao_Paulo,BA,Nordeste
2909802,-12.6675,-39.1008,America/Sao_Paulo,BA,Nordeste
2909901,-8.98458,-39.8997,America/Sao_Paulo,BA,Nordeste
2910008,-14.4229,-39.9031,America/Sao_Paulo,BA,Nordeste
2910057,-12.6187,-38.2926,America/Sao_Paulo,BA,Nordeste
2910107,-13.7565,-41.7677,America/Sao_Paulo,BA,Nordeste
2910206,-12.9016,-39.1923,America/Sao_Paulo,BA,Nordeste
2910305,-12.9417,-39.5191,America/Sao_Paulo,BA,Nordeste
2910404,-15.5302,-40.9124,America/Sao_Paulo,BA,Nordeste
2910503,-11.9392,-38.0871,America/Sao_Paulo,BA,Nordeste
2900504,-13.4215,-42.1352,America/Sao_Paulo,BA,Nordeste
2910602,-11.7942,-37.9432,America/Sao_Paulo,BA,Nordeste
2910701,-10.5078,-39.0153,America/Sao_Paulo,BA,Nordeste
2910727,-16.3715,-39.5821,America/Sao_Paulo,BA,Nordeste
2910750,-10.616,-38.2239,America/Sao_Paulo,BA,Nordeste
2910776,-14.2044,-44.2744,America/Sao_Paulo,BA,Nordeste
2910800,-12.2664,-38.9663,America/Sao_Paulo,BA,Nordeste
2910859,-10.7405,-40.1437,America/Sao_Paulo,BA,Nordeste
2910909,-14.9823,-39.9269,America/Sao_Paulo,BA,Nordeste
2911006,-14.8629,-39.6579,America/Sao_Paulo,BA,Nordeste
2911105,-11.0328,-45.193,America/Sao_Paulo,BA,Nordeste
2911204,-13.7441,-39.4747,America/Sao_Paulo,BA,Nordeste
2911253,-11.4688,-39.7757,America/Sao_Paulo,BA,Nordeste
2911303,-11.4342,-42.5077,America/Sao_Paulo,BA,Nordeste
2911402,-9.34382,-38.2544,America/Sao_Paulo,BA,Nordeste
2911501,-14.3195,-39.469,America/Sao_Paulo,BA,Nordeste
2911600,-12.5994,-39.0412,America/Sao_Paulo,BA,Nordeste
2911659,-14.5467,-41.9381,America/Sao_Paulo,BA,Nordeste
2911709,-14.2231,-42.7799,America/Sao_Paulo,BA,Nordeste
2911808,-16.5833,-39.7847,America/Sao_Paulo,BA,Nordeste
2911857,-10.6825,-38.2907,America/Sao_Paulo,BA,Nordeste
2911907,-12.7666,-40.2056,America/Sao_Paulo,BA,Nordeste
2912004,-14.2711,-42.257,America/Sao_Paulo,BA,Nordeste
2912103,-14.8579,-39.5914,America/Sao_Paulo,BA,Nordeste
2912202,-13.4059,-41.284,America/Sao_Paulo,BA,Nordeste
2912301,-14.845,-39.9879,America/Sao_Paulo,BA,Nordeste
2912400,-11.6438,-42.0195,America/Sao_Paulo,BA,Nordeste
2912509,-12.8804,-42.4856,America/Sao_Paulo,BA,Nordeste
2912608,-12.6444,-40.9338,America/Sao_Paulo,BA,Nordeste
2912707,-14.1649,-39.3787,America/Sao_Paulo,BA,Nordeste
2912806,-17.6832,-40.1129,America/Sao_Paulo,BA,Nordeste
2912905,-14.0643,-39.6459,America/Sao_Paulo,BA,Nordeste
2913002,-12.6502,-42.2179,America/Sao_Paulo,BA,Nordeste
2913101,-11.5414,-41.9748,America/Sao_Paulo,BA,Nordeste
2913200,-12.1779,-43.2167,America/Sao_Paulo,BA,Nordeste
2913309,-11.7431,-39.1905,America/Sao_Paulo,BA,Nordeste
2913408,-13.774,-42.7155,America/Sao_Paulo,BA,Nordeste
2913457,-13.8295,-39.1361,America/Sao_Paulo,BA,Nordeste
2913507,-14.7528,-40.0894,America/Sao_Paulo,BA,Nordeste
2913606,-14.793,-39.046,America/Sao_Paulo,BA,Nordeste
2913705,-11.781,-38.355,America/Sao_Paulo,BA,Nordeste
2913804,-12.3028,-39.3069,America/Sao_Paulo,BA,Nordeste
2913903,-14.1226,-39.7353,America/Sao_Paulo,BA,Nordeste
2914000,-12.1561,-39.7359,America/Sao_Paulo,BA,Nordeste
2914109,-11.8219,-42.6179,America/Sao_Paulo,BA,Nordeste
2914208,-13.2563,-40.0848,America/Sao_Paulo,BA,Nordeste
2914307,-13.2902,-40.9595,America/Sao_Paulo,BA,Nordeste
2914406,-12.2429,-41.6155,America/Sao_Paulo,BA,Nordeste
2914505,-12.0504,-38.7631,America/Sao_Paulo,BA,Nordeste
2914604,-11.3033,-41.8535,America/Sao_Paulo,BA,Nordeste
2914653,-16.5732,-39.5593,America/Sao_Paulo,BA,Nordeste
2914703,-12.5242,-40.3059,America/Sao_Paulo,BA,Nordeste
2914802,-14.7876,-39.2781,America/Sao_Paulo,BA,Nordeste
2914901,-14.2784,-38.9959,America/Sao_Paulo,BA,Nordeste
2915007,-12.9831,-40.9677,America/Sao_Paulo,BA,Nordeste
2915106,-14.1615,-40.0131,America/Sao_Paulo,BA,Nordeste
2915205,-14.2782,-39.8449,America/Sao_Paulo,BA,Nordeste
2915304,-16.0819,-39.6133,America/Sao_Paulo,BA,Nordeste
2915353,-11.0147,-42.3997,America/Sao_Paulo,BA,Nordeste
2915403,-15.1366,-39.7283,America/Sao_Paulo,BA,Nordeste
2915502,-14.6788,-39.3698,America/Sao_Paulo,BA,Nordeste
2915601,-17.0378,-39.5386,America/Sao_Paulo,BA,Nordeste
2915700,-13.7782,-39.683,America/Sao_Paulo,BA,Nordeste
2915809,-15.2429,-40.63,America/Sao_Paulo,BA,Nordeste
